Reporter,Partner,ExportRP
Albania,Afghanistan,0.0
Algeria,Afghanistan,0.0
Angola,Afghanistan,0.0
Azerbaijan,Afghanistan,0.0
Argentina,Afghanistan,0.0
Australia,Afghanistan,0.0
Austria,Afghanistan,0.0
Bahrain,Afghanistan,0.0
Bangladesh,Afghanistan,0.0
Armenia,Afghanistan,0.0
Belgium,Afghanistan,0.0
Bolivia,Afghanistan,0.0
Bosnia & Herzegovina,Afghanistan,0.0
Botswana,Afghanistan,0.0
Brazil,Afghanistan,0.0
Brunei Darussalam,Afghanistan,0.0
Bulgaria,Afghanistan,0.0
Myanmar,Afghanistan,0.0
Belarus,Afghanistan,0.0
Cambodia,Afghanistan,0.0
Cameroon,Afghanistan,0.0
Canada,Afghanistan,0.0
Sri Lanka,Afghanistan,0.0
Chile,Afghanistan,0.0
China,Afghanistan,89222388.4218
Taipei,Afghanistan,0.0
Colombia,Afghanistan,0.0
Congo (DRC),Afghanistan,0.0
Costa Rica,Afghanistan,0.0
Croatia,Afghanistan,494630.719
Cuba,Afghanistan,0.0
Cyprus,Afghanistan,0.0
Czech Republic,Afghanistan,0.0
Denmark,Afghanistan,0.0
Dominican Republic,Afghanistan,0.0
Ecuador,Afghanistan,0.0
El Salvador,Afghanistan,0.0
Ethiopia,Afghanistan,0.0
Estonia,Afghanistan,0.0
Finland,Afghanistan,0.0
France,Afghanistan,0.0
Georgia,Afghanistan,0.0
Germany,Afghanistan,26979.857399999997
Ghana,Afghanistan,0.0
Greece,Afghanistan,0.0
Guatemala,Afghanistan,0.0
Honduras,Afghanistan,0.0
Hong Kong,Afghanistan,0.0
Hungary,Afghanistan,0.0
Iceland,Afghanistan,0.0
India,Afghanistan,8993.2858
Indonesia,Afghanistan,0.0
Iran,Afghanistan,0.0
Ireland,Afghanistan,0.0
Israel,Afghanistan,0.0
Italy,Afghanistan,0.0
Côte d'Ivoire,Afghanistan,0.0
Japan,Afghanistan,26979.857399999997
Kazakhstan,Afghanistan,0.0
Jordan,Afghanistan,0.0
Kenya,Afghanistan,0.0
Korea,Afghanistan,8993.2858
Kuwait,Afghanistan,0.0
Kyrgyz Republic,Afghanistan,0.0
Lao PDR,Afghanistan,0.0
Lebanese Republic,Afghanistan,0.0
Latvia,Afghanistan,0.0
Libya,Afghanistan,0.0
Lithuania,Afghanistan,0.0
Luxembourg,Afghanistan,0.0
Macao,Afghanistan,0.0
Malaysia,Afghanistan,0.0
Mali,Afghanistan,0.0
Malta,Afghanistan,0.0
Mauritius,Afghanistan,0.0
Mexico,Afghanistan,0.0
Mongolia,Afghanistan,0.0
Moldova,Afghanistan,0.0
Morocco,Afghanistan,0.0
Mozambique,Afghanistan,0.0
Oman,Afghanistan,0.0
Namibia,Afghanistan,0.0
Nepal,Afghanistan,0.0
Netherlands,Afghanistan,0.0
New Zealand,Afghanistan,0.0
Nicaragua,Afghanistan,0.0
Nigeria,Afghanistan,0.0
Norway,Afghanistan,0.0
Pakistan,Afghanistan,0.0
Panama,Afghanistan,0.0
Paraguay,Afghanistan,0.0
Peru,Afghanistan,0.0
Philippines,Afghanistan,0.0
Poland,Afghanistan,0.0
Portugal,Afghanistan,0.0
Qatar,Afghanistan,0.0
Romania,Afghanistan,0.0
Russian Federation,Afghanistan,0.0
Saudi Arabia,Afghanistan,0.0
Senegal,Afghanistan,0.0
Singapore,Afghanistan,0.0
Slovak Republic,Afghanistan,0.0
Viet Nam,Afghanistan,0.0
Slovenia,Afghanistan,0.0
South Africa,Afghanistan,0.0
Zimbabwe,Afghanistan,0.0
Spain,Afghanistan,0.0
Sudan,Afghanistan,0.0
Sweden,Afghanistan,0.0
Switzerland,Afghanistan,0.0
Thailand,Afghanistan,0.0
Trinidad and Tobago,Afghanistan,0.0
United Arab Emirates,Afghanistan,17986.5716
Tunisia,Afghanistan,0.0
Turkey,Afghanistan,62953.0006
Uganda,Afghanistan,0.0
Ukraine,Afghanistan,0.0
North Macedonia,Afghanistan,0.0
Egypt,Afghanistan,0.0
United Kingdom,Afghanistan,0.0
Tanzania,Afghanistan,0.0
USA,Afghanistan,0.0
Uruguay,Afghanistan,0.0
Uzbekistan,Afghanistan,0.0
Venezuela,Afghanistan,0.0
Serbia,Afghanistan,0.0
Zambia,Afghanistan,0.0
,Afghanistan,71946.2864
,Afghanistan,89932858.0
Afghanistan,Albania,0.0
Algeria,Albania,0.0
Angola,Albania,0.0
Azerbaijan,Albania,0.0
Argentina,Albania,0.0
Australia,Albania,0.0
Austria,Albania,135327.63
Bahrain,Albania,0.0
Bangladesh,Albania,0.0
Armenia,Albania,0.0
Belgium,Albania,4666.469999999999
Bolivia,Albania,0.0
Bosnia & Herzegovina,Albania,0.0
Botswana,Albania,0.0
Brazil,Albania,0.0
Brunei Darussalam,Albania,0.0
Bulgaria,Albania,0.0
Myanmar,Albania,0.0
Belarus,Albania,0.0
Cambodia,Albania,0.0
Cameroon,Albania,0.0
Canada,Albania,0.0
Sri Lanka,Albania,0.0
Chile,Albania,0.0
China,Albania,3502963.48
Taipei,Albania,0.0
Colombia,Albania,0.0
Congo (DRC),Albania,0.0
Costa Rica,Albania,0.0
Croatia,Albania,0.0
Cuba,Albania,0.0
Cyprus,Albania,0.0
Czech Republic,Albania,0.0
Denmark,Albania,0.0
Dominican Republic,Albania,0.0
Ecuador,Albania,0.0
El Salvador,Albania,0.0
Ethiopia,Albania,0.0
Estonia,Albania,0.0
Finland,Albania,0.0
France,Albania,2127132.575
Georgia,Albania,0.0
Germany,Albania,380317.305
Ghana,Albania,0.0
Greece,Albania,0.0
Guatemala,Albania,0.0
Honduras,Albania,0.0
Hong Kong,Albania,0.0
Hungary,Albania,0.0
Iceland,Albania,0.0
India,Albania,0.0
Indonesia,Albania,0.0
Iran,Albania,0.0
Ireland,Albania,0.0
Israel,Albania,0.0
Italy,Albania,1253724.9400000002
Côte d'Ivoire,Albania,0.0
Japan,Albania,0.0
Kazakhstan,Albania,0.0
Jordan,Albania,0.0
Kenya,Albania,0.0
Korea,Albania,4666.469999999999
Kuwait,Albania,0.0
Kyrgyz Republic,Albania,0.0
Lao PDR,Albania,0.0
Lebanese Republic,Albania,0.0
Latvia,Albania,0.0
Libya,Albania,0.0
Lithuania,Albania,0.0
Luxembourg,Albania,0.0
Macao,Albania,0.0
Malaysia,Albania,47442.445
Mali,Albania,0.0
Malta,Albania,0.0
Mauritius,Albania,0.0
Mexico,Albania,2333.2349999999997
Mongolia,Albania,0.0
Moldova,Albania,0.0
Morocco,Albania,0.0
Mozambique,Albania,0.0
Oman,Albania,0.0
Namibia,Albania,0.0
Nepal,Albania,0.0
Netherlands,Albania,2333.2349999999997
New Zealand,Albania,0.0
Nicaragua,Albania,0.0
Nigeria,Albania,0.0
Norway,Albania,0.0
Pakistan,Albania,0.0
Panama,Albania,0.0
Paraguay,Albania,0.0
Peru,Albania,0.0
Philippines,Albania,0.0
Poland,Albania,76996.755
Portugal,Albania,0.0
Qatar,Albania,0.0
Romania,Albania,0.0
Russian Federation,Albania,0.0
Saudi Arabia,Albania,0.0
Senegal,Albania,0.0
Singapore,Albania,209991.15
Slovak Republic,Albania,0.0
Viet Nam,Albania,0.0
Slovenia,Albania,0.0
South Africa,Albania,0.0
Zimbabwe,Albania,0.0
Spain,Albania,0.0
Sudan,Albania,0.0
Sweden,Albania,0.0
Switzerland,Albania,0.0
Thailand,Albania,0.0
Trinidad and Tobago,Albania,0.0
United Arab Emirates,Albania,0.0
Tunisia,Albania,0.0
Turkey,Albania,24887.84
Uganda,Albania,0.0
Ukraine,Albania,0.0
North Macedonia,Albania,0.0
Egypt,Albania,0.0
United Kingdom,Albania,3110.98
Tanzania,Albania,0.0
USA,Albania,1555.49
Uruguay,Albania,0.0
Uzbekistan,Albania,0.0
Venezuela,Albania,0.0
Serbia,Albania,0.0
Zambia,Albania,0.0
,Albania,0.0
,Albania,7777450.0
Afghanistan,Algeria,0.0
Albania,Algeria,0.0
Angola,Algeria,0.0
Azerbaijan,Algeria,0.0
Argentina,Algeria,0.0
Australia,Algeria,11809.3199
Austria,Algeria,129902.51890000001
Bahrain,Algeria,0.0
Bangladesh,Algeria,0.0
Armenia,Algeria,0.0
Belgium,Algeria,377898.2368
Bolivia,Algeria,0.0
Bosnia & Herzegovina,Algeria,0.0
Botswana,Algeria,0.0
Brazil,Algeria,1724160.7054
Brunei Darussalam,Algeria,0.0
Bulgaria,Algeria,35427.9597
Myanmar,Algeria,0.0
Belarus,Algeria,0.0
Cambodia,Algeria,0.0
Cameroon,Algeria,0.0
Canada,Algeria,188949.1184
Sri Lanka,Algeria,0.0
Chile,Algeria,0.0
China,Algeria,54877909.5753
Taipei,Algeria,673131.2343
Colombia,Algeria,0.0
Congo (DRC),Algeria,0.0
Costa Rica,Algeria,70855.9194
Croatia,Algeria,0.0
Cuba,Algeria,0.0
Cyprus,Algeria,0.0
Czech Republic,Algeria,389707.5567
Denmark,Algeria,70855.9194
Dominican Republic,Algeria,0.0
Ecuador,Algeria,0.0
El Salvador,Algeria,0.0
Ethiopia,Algeria,0.0
Estonia,Algeria,0.0
Finland,Algeria,70855.9194
France,Algeria,5963706.549500001
Georgia,Algeria,0.0
Germany,Algeria,3708126.4486
Ghana,Algeria,0.0
Greece,Algeria,11809.3199
Guatemala,Algeria,0.0
Honduras,Algeria,0.0
Hong Kong,Algeria,141711.8388
Hungary,Algeria,2031203.0228
Iceland,Algeria,0.0
India,Algeria,2751571.5367
Indonesia,Algeria,247995.7179
Iran,Algeria,0.0
Ireland,Algeria,82665.2393
Israel,Algeria,0.0
Italy,Algeria,4369448.363
Côte d'Ivoire,Algeria,0.0
Japan,Algeria,2479957.179
Kazakhstan,Algeria,0.0
Jordan,Algeria,0.0
Kenya,Algeria,0.0
Korea,Algeria,295232.9975
Kuwait,Algeria,0.0
Kyrgyz Republic,Algeria,0.0
Lao PDR,Algeria,0.0
Lebanese Republic,Algeria,0.0
Latvia,Algeria,0.0
Libya,Algeria,0.0
Lithuania,Algeria,23618.6398
Luxembourg,Algeria,23618.6398
Macao,Algeria,0.0
Malaysia,Algeria,3507368.0103
Mali,Algeria,0.0
Malta,Algeria,0.0
Mauritius,Algeria,0.0
Mexico,Algeria,118093.19900000001
Mongolia,Algeria,0.0
Moldova,Algeria,0.0
Morocco,Algeria,23618.6398
Mozambique,Algeria,0.0
Oman,Algeria,0.0
Namibia,Algeria,0.0
Nepal,Algeria,0.0
Netherlands,Algeria,177139.7985
New Zealand,Algeria,0.0
Nicaragua,Algeria,0.0
Nigeria,Algeria,0.0
Norway,Algeria,11809.3199
Pakistan,Algeria,0.0
Panama,Algeria,0.0
Paraguay,Algeria,0.0
Peru,Algeria,0.0
Philippines,Algeria,200758.43829999998
Poland,Algeria,1074648.1109
Portugal,Algeria,23618.6398
Qatar,Algeria,0.0
Romania,Algeria,94474.5592
Russian Federation,Algeria,0.0
Saudi Arabia,Algeria,0.0
Senegal,Algeria,0.0
Singapore,Algeria,2102058.9422
Slovak Republic,Algeria,295232.9975
Viet Nam,Algeria,15529255.6685
Slovenia,Algeria,11809.3199
South Africa,Algeria,0.0
Zimbabwe,Algeria,0.0
Spain,Algeria,2609859.6979
Sudan,Algeria,0.0
Sweden,Algeria,247995.7179
Switzerland,Algeria,614084.6348
Thailand,Algeria,921126.9521999999
Trinidad and Tobago,Algeria,0.0
United Arab Emirates,Algeria,236186.39800000002
Tunisia,Algeria,200758.43829999998
Turkey,Algeria,236186.39800000002
Uganda,Algeria,0.0
Ukraine,Algeria,0.0
North Macedonia,Algeria,0.0
Egypt,Algeria,82665.2393
United Kingdom,Algeria,1854063.2243
Tanzania,Algeria,0.0
USA,Algeria,7038354.6604
Uruguay,Algeria,0.0
Uzbekistan,Algeria,0.0
Venezuela,Algeria,0.0
Serbia,Algeria,0.0
Zambia,Algeria,0.0
,Algeria,153521.1587
,Algeria,118093199.0
Afghanistan,Angola,0.0
Albania,Angola,0.0
Algeria,Angola,0.0
Azerbaijan,Angola,0.0
Argentina,Angola,0.0
Australia,Angola,3781.0612
Austria,Angola,22686.367199999997
Bahrain,Angola,0.0
Bangladesh,Angola,0.0
Armenia,Angola,0.0
Belgium,Angola,90745.46879999999
Bolivia,Angola,0.0
Bosnia & Herzegovina,Angola,0.0
Botswana,Angola,0.0
Brazil,Angola,60496.9792
Brunei Darussalam,Angola,0.0
Bulgaria,Angola,0.0
Myanmar,Angola,0.0
Belarus,Angola,0.0
Cambodia,Angola,0.0
Cameroon,Angola,0.0
Canada,Angola,15124.2448
Sri Lanka,Angola,0.0
Chile,Angola,0.0
China,Angola,22032243.6124
Taipei,Angola,15124.2448
Colombia,Angola,0.0
Congo (DRC),Angola,0.0
Costa Rica,Angola,0.0
Croatia,Angola,0.0
Cuba,Angola,0.0
Cyprus,Angola,0.0
Czech Republic,Angola,0.0
Denmark,Angola,15124.2448
Dominican Republic,Angola,0.0
Ecuador,Angola,0.0
El Salvador,Angola,0.0
Ethiopia,Angola,162585.6316
Estonia,Angola,7562.1224
Finland,Angola,64278.0404
France,Angola,446165.2216
Georgia,Angola,0.0
Germany,Angola,189053.06
Ghana,Angola,0.0
Greece,Angola,0.0
Guatemala,Angola,0.0
Honduras,Angola,0.0
Hong Kong,Angola,105869.7136
Hungary,Angola,0.0
Iceland,Angola,0.0
India,Angola,11343.183599999998
Indonesia,Angola,0.0
Iran,Angola,0.0
Ireland,Angola,11343.183599999998
Israel,Angola,98307.5912
Italy,Angola,139899.26440000001
Côte d'Ivoire,Angola,0.0
Japan,Angola,22686.367199999997
Kazakhstan,Angola,0.0
Jordan,Angola,0.0
Kenya,Angola,3781.0612
Korea,Angola,18905.306
Kuwait,Angola,0.0
Kyrgyz Republic,Angola,0.0
Lao PDR,Angola,0.0
Lebanese Republic,Angola,11343.183599999998
Latvia,Angola,0.0
Libya,Angola,0.0
Lithuania,Angola,0.0
Luxembourg,Angola,0.0
Macao,Angola,0.0
Malaysia,Angola,3781.0612
Mali,Angola,0.0
Malta,Angola,3781.0612
Mauritius,Angola,0.0
Mexico,Angola,3781.0612
Mongolia,Angola,0.0
Moldova,Angola,0.0
Morocco,Angola,0.0
Mozambique,Angola,0.0
Oman,Angola,0.0
Namibia,Angola,37810.612
Nepal,Angola,0.0
Netherlands,Angola,620094.0368
New Zealand,Angola,0.0
Nicaragua,Angola,0.0
Nigeria,Angola,3781.0612
Norway,Angola,45372.734399999994
Pakistan,Angola,3781.0612
Panama,Angola,0.0
Paraguay,Angola,0.0
Peru,Angola,0.0
Philippines,Angola,3781.0612
Poland,Angola,3781.0612
Portugal,Angola,4620456.786400001
Qatar,Angola,0.0
Romania,Angola,0.0
Russian Federation,Angola,11343.183599999998
Saudi Arabia,Angola,0.0
Senegal,Angola,0.0
Singapore,Angola,2310228.3932000003
Slovak Republic,Angola,0.0
Viet Nam,Angola,0.0
Slovenia,Angola,0.0
South Africa,Angola,491537.956
Zimbabwe,Angola,11343.183599999998
Spain,Angola,64278.0404
Sudan,Angola,0.0
Sweden,Angola,37810.612
Switzerland,Angola,49153.7956
Thailand,Angola,0.0
Trinidad and Tobago,Angola,0.0
United Arab Emirates,Angola,4223445.3604
Tunisia,Angola,22686.367199999997
Turkey,Angola,3781.0612
Uganda,Angola,0.0
Ukraine,Angola,0.0
North Macedonia,Angola,0.0
Egypt,Angola,11343.183599999998
United Kingdom,Angola,688153.1384
Tanzania,Angola,0.0
USA,Angola,960389.5447999999
Uruguay,Angola,0.0
Uzbekistan,Angola,0.0
Venezuela,Angola,0.0
Serbia,Angola,0.0
Zambia,Angola,0.0
,Angola,30248.4896
,Angola,37810612.0
Afghanistan,Antigua and Barbuda,0.0
Albania,Antigua and Barbuda,0.0
Algeria,Antigua and Barbuda,0.0
Angola,Antigua and Barbuda,0.0
Azerbaijan,Antigua and Barbuda,0.0
Argentina,Antigua and Barbuda,0.0
Australia,Antigua and Barbuda,0.0
Austria,Antigua and Barbuda,0.0
Bahrain,Antigua and Barbuda,0.0
Bangladesh,Antigua and Barbuda,0.0
Armenia,Antigua and Barbuda,0.0
Belgium,Antigua and Barbuda,0.0
Bolivia,Antigua and Barbuda,0.0
Bosnia & Herzegovina,Antigua and Barbuda,0.0
Botswana,Antigua and Barbuda,0.0
Brazil,Antigua and Barbuda,0.0
Brunei Darussalam,Antigua and Barbuda,0.0
Bulgaria,Antigua and Barbuda,0.0
Myanmar,Antigua and Barbuda,0.0
Belarus,Antigua and Barbuda,0.0
Cambodia,Antigua and Barbuda,0.0
Cameroon,Antigua and Barbuda,0.0
Canada,Antigua and Barbuda,8580.6399
Sri Lanka,Antigua and Barbuda,0.0
Chile,Antigua and Barbuda,0.0
China,Antigua and Barbuda,82595.9555
Taipei,Antigua and Barbuda,58.371700000000004
Colombia,Antigua and Barbuda,0.0
Congo (DRC),Antigua and Barbuda,0.0
Costa Rica,Antigua and Barbuda,0.0
Croatia,Antigua and Barbuda,0.0
Cuba,Antigua and Barbuda,0.0
Cyprus,Antigua and Barbuda,0.0
Czech Republic,Antigua and Barbuda,0.0
Denmark,Antigua and Barbuda,0.0
Dominican Republic,Antigua and Barbuda,0.0
Ecuador,Antigua and Barbuda,0.0
El Salvador,Antigua and Barbuda,0.0
Ethiopia,Antigua and Barbuda,0.0
Estonia,Antigua and Barbuda,0.0
Finland,Antigua and Barbuda,0.0
France,Antigua and Barbuda,22764.963
Georgia,Antigua and Barbuda,0.0
Germany,Antigua and Barbuda,2509.9831
Ghana,Antigua and Barbuda,0.0
Greece,Antigua and Barbuda,0.0
Guatemala,Antigua and Barbuda,0.0
Honduras,Antigua and Barbuda,0.0
Hong Kong,Antigua and Barbuda,1109.0623
Hungary,Antigua and Barbuda,0.0
Iceland,Antigua and Barbuda,0.0
India,Antigua and Barbuda,0.0
Indonesia,Antigua and Barbuda,0.0
Iran,Antigua and Barbuda,0.0
Ireland,Antigua and Barbuda,0.0
Israel,Antigua and Barbuda,0.0
Italy,Antigua and Barbuda,466.97360000000003
Côte d'Ivoire,Antigua and Barbuda,0.0
Japan,Antigua and Barbuda,291.8585
Kazakhstan,Antigua and Barbuda,0.0
Jordan,Antigua and Barbuda,0.0
Kenya,Antigua and Barbuda,0.0
Korea,Antigua and Barbuda,0.0
Kuwait,Antigua and Barbuda,0.0
Kyrgyz Republic,Antigua and Barbuda,0.0
Lao PDR,Antigua and Barbuda,0.0
Lebanese Republic,Antigua and Barbuda,0.0
Latvia,Antigua and Barbuda,0.0
Libya,Antigua and Barbuda,0.0
Lithuania,Antigua and Barbuda,0.0
Luxembourg,Antigua and Barbuda,0.0
Macao,Antigua and Barbuda,0.0
Malaysia,Antigua and Barbuda,116.74340000000001
Mali,Antigua and Barbuda,0.0
Malta,Antigua and Barbuda,0.0
Mauritius,Antigua and Barbuda,0.0
Mexico,Antigua and Barbuda,15001.5269
Mongolia,Antigua and Barbuda,0.0
Moldova,Antigua and Barbuda,0.0
Morocco,Antigua and Barbuda,0.0
Mozambique,Antigua and Barbuda,0.0
Oman,Antigua and Barbuda,0.0
Namibia,Antigua and Barbuda,0.0
Nepal,Antigua and Barbuda,0.0
Netherlands,Antigua and Barbuda,0.0
New Zealand,Antigua and Barbuda,0.0
Nicaragua,Antigua and Barbuda,0.0
Nigeria,Antigua and Barbuda,0.0
Norway,Antigua and Barbuda,0.0
Pakistan,Antigua and Barbuda,0.0
Panama,Antigua and Barbuda,2509.9831
Paraguay,Antigua and Barbuda,0.0
Peru,Antigua and Barbuda,0.0
Philippines,Antigua and Barbuda,0.0
Poland,Antigua and Barbuda,0.0
Portugal,Antigua and Barbuda,0.0
Qatar,Antigua and Barbuda,0.0
Romania,Antigua and Barbuda,0.0
Russian Federation,Antigua and Barbuda,0.0
Saudi Arabia,Antigua and Barbuda,0.0
Senegal,Antigua and Barbuda,0.0
Singapore,Antigua and Barbuda,350.23019999999997
Slovak Republic,Antigua and Barbuda,0.0
Viet Nam,Antigua and Barbuda,18737.3157
Slovenia,Antigua and Barbuda,0.0
South Africa,Antigua and Barbuda,0.0
Zimbabwe,Antigua and Barbuda,0.0
Spain,Antigua and Barbuda,3560.6737000000003
Sudan,Antigua and Barbuda,0.0
Sweden,Antigua and Barbuda,1225.8057
Switzerland,Antigua and Barbuda,0.0
Thailand,Antigua and Barbuda,5778.7983
Trinidad and Tobago,Antigua and Barbuda,116.74340000000001
United Arab Emirates,Antigua and Barbuda,0.0
Tunisia,Antigua and Barbuda,0.0
Turkey,Antigua and Barbuda,0.0
Uganda,Antigua and Barbuda,0.0
Ukraine,Antigua and Barbuda,0.0
North Macedonia,Antigua and Barbuda,0.0
Egypt,Antigua and Barbuda,0.0
United Kingdom,Antigua and Barbuda,128592.8551
Tanzania,Antigua and Barbuda,0.0
USA,Antigua and Barbuda,286663.4187
Uruguay,Antigua and Barbuda,0.0
Uzbekistan,Antigua and Barbuda,0.0
Venezuela,Antigua and Barbuda,0.0
Serbia,Antigua and Barbuda,0.0
Zambia,Antigua and Barbuda,0.0
,Antigua and Barbuda,2568.3548
,Antigua and Barbuda,583717.0
Afghanistan,Azerbaijan,0.0
Albania,Azerbaijan,0.0
Algeria,Azerbaijan,0.0
Angola,Azerbaijan,0.0
Argentina,Azerbaijan,0.0
Australia,Azerbaijan,2539.0894000000003
Austria,Azerbaijan,25390.894
Bahrain,Azerbaijan,0.0
Bangladesh,Azerbaijan,0.0
Armenia,Azerbaijan,0.0
Belgium,Azerbaijan,7617.2681999999995
Bolivia,Azerbaijan,0.0
Bosnia & Herzegovina,Azerbaijan,0.0
Botswana,Azerbaijan,0.0
Brazil,Azerbaijan,5078.178800000001
Brunei Darussalam,Azerbaijan,0.0
Bulgaria,Azerbaijan,2539.0894000000003
Myanmar,Azerbaijan,0.0
Belarus,Azerbaijan,0.0
Cambodia,Azerbaijan,0.0
Cameroon,Azerbaijan,0.0
Canada,Azerbaijan,2539.0894000000003
Sri Lanka,Azerbaijan,0.0
Chile,Azerbaijan,0.0
China,Azerbaijan,2633035.7078
Taipei,Azerbaijan,121876.29119999999
Colombia,Azerbaijan,0.0
Congo (DRC),Azerbaijan,0.0
Costa Rica,Azerbaijan,5078.178800000001
Croatia,Azerbaijan,5078.178800000001
Cuba,Azerbaijan,0.0
Cyprus,Azerbaijan,0.0
Czech Republic,Azerbaijan,401176.12520000007
Denmark,Azerbaijan,2539.0894000000003
Dominican Republic,Azerbaijan,0.0
Ecuador,Azerbaijan,0.0
El Salvador,Azerbaijan,0.0
Ethiopia,Azerbaijan,0.0
Estonia,Azerbaijan,10156.357600000001
Finland,Azerbaijan,50781.788
France,Azerbaijan,258987.11880000003
Georgia,Azerbaijan,2539.0894000000003
Germany,Azerbaijan,3463317.9416
Ghana,Azerbaijan,0.0
Greece,Azerbaijan,2539.0894000000003
Guatemala,Azerbaijan,0.0
Honduras,Azerbaijan,0.0
Hong Kong,Azerbaijan,2539.0894000000003
Hungary,Azerbaijan,5078.178800000001
Iceland,Azerbaijan,0.0
India,Azerbaijan,2539.0894000000003
Indonesia,Azerbaijan,15234.536399999999
Iran,Azerbaijan,0.0
Ireland,Azerbaijan,10156.357600000001
Israel,Azerbaijan,144728.0958
Italy,Azerbaijan,101563.576
Côte d'Ivoire,Azerbaijan,0.0
Japan,Azerbaijan,73633.59259999999
Kazakhstan,Azerbaijan,0.0
Jordan,Azerbaijan,0.0
Kenya,Azerbaijan,0.0
Korea,Azerbaijan,12695.447
Kuwait,Azerbaijan,0.0
Kyrgyz Republic,Azerbaijan,0.0
Lao PDR,Azerbaijan,0.0
Lebanese Republic,Azerbaijan,0.0
Latvia,Azerbaijan,0.0
Libya,Azerbaijan,0.0
Lithuania,Azerbaijan,5078.178800000001
Luxembourg,Azerbaijan,0.0
Macao,Azerbaijan,0.0
Malaysia,Azerbaijan,253908.94
Mali,Azerbaijan,0.0
Malta,Azerbaijan,0.0
Mauritius,Azerbaijan,0.0
Mexico,Azerbaijan,38086.341
Mongolia,Azerbaijan,0.0
Moldova,Azerbaijan,0.0
Morocco,Azerbaijan,0.0
Mozambique,Azerbaijan,0.0
Oman,Azerbaijan,0.0
Namibia,Azerbaijan,0.0
Nepal,Azerbaijan,0.0
Netherlands,Azerbaijan,35547.2516
New Zealand,Azerbaijan,0.0
Nicaragua,Azerbaijan,0.0
Nigeria,Azerbaijan,0.0
Norway,Azerbaijan,53320.8774
Pakistan,Azerbaijan,0.0
Panama,Azerbaijan,0.0
Paraguay,Azerbaijan,0.0
Peru,Azerbaijan,0.0
Philippines,Azerbaijan,5078.178800000001
Poland,Azerbaijan,60938.145599999996
Portugal,Azerbaijan,804891.3398
Qatar,Azerbaijan,0.0
Romania,Azerbaijan,0.0
Russian Federation,Azerbaijan,2879327.3796
Saudi Arabia,Azerbaijan,0.0
Senegal,Azerbaijan,0.0
Singapore,Azerbaijan,175197.1686
Slovak Republic,Azerbaijan,0.0
Viet Nam,Azerbaijan,35547.2516
Slovenia,Azerbaijan,0.0
South Africa,Azerbaijan,0.0
Zimbabwe,Azerbaijan,0.0
Spain,Azerbaijan,7617.2681999999995
Sudan,Azerbaijan,0.0
Sweden,Azerbaijan,48242.6986
Switzerland,Azerbaijan,10118271.259
Thailand,Azerbaijan,5078.178800000001
Trinidad and Tobago,Azerbaijan,0.0
United Arab Emirates,Azerbaijan,274221.65520000004
Tunisia,Azerbaijan,0.0
Turkey,Azerbaijan,1282240.147
Uganda,Azerbaijan,0.0
Ukraine,Azerbaijan,1190832.9286
North Macedonia,Azerbaijan,0.0
Egypt,Azerbaijan,0.0
United Kingdom,Azerbaijan,502739.70120000007
Tanzania,Azerbaijan,0.0
USA,Azerbaijan,233596.2248
Uruguay,Azerbaijan,0.0
Uzbekistan,Azerbaijan,2539.0894000000003
Venezuela,Azerbaijan,0.0
Serbia,Azerbaijan,0.0
Zambia,Azerbaijan,0.0
,Azerbaijan,0.0
,Azerbaijan,25390894.0
Afghanistan,Argentina,0.0
Albania,Argentina,0.0
Algeria,Argentina,0.0
Angola,Argentina,0.0
Azerbaijan,Argentina,0.0
Australia,Argentina,0.0
Austria,Argentina,76653.8376
Bahrain,Argentina,0.0
Bangladesh,Argentina,0.0
Armenia,Argentina,0.0
Belgium,Argentina,0.0
Bolivia,Argentina,0.0
Bosnia & Herzegovina,Argentina,0.0
Botswana,Argentina,0.0
Brazil,Argentina,9326216.908
Brunei Darussalam,Argentina,0.0
Bulgaria,Argentina,0.0
Myanmar,Argentina,0.0
Belarus,Argentina,0.0
Cambodia,Argentina,0.0
Cameroon,Argentina,0.0
Canada,Argentina,178858.9544
Sri Lanka,Argentina,0.0
Chile,Argentina,0.0
China,Argentina,107673090.5488
Taipei,Argentina,13899895.8848
Colombia,Argentina,766538.376
Congo (DRC),Argentina,0.0
Costa Rica,Argentina,2657333.0368
Croatia,Argentina,0.0
Cuba,Argentina,0.0
Cyprus,Argentina,0.0
Czech Republic,Argentina,51102.5584
Denmark,Argentina,76653.8376
Dominican Republic,Argentina,0.0
Ecuador,Argentina,0.0
El Salvador,Argentina,0.0
Ethiopia,Argentina,0.0
Estonia,Argentina,25551.2792
Finland,Argentina,0.0
France,Argentina,2095204.8944
Georgia,Argentina,0.0
Germany,Argentina,1149807.564
Ghana,Argentina,0.0
Greece,Argentina,76653.8376
Guatemala,Argentina,0.0
Honduras,Argentina,0.0
Hong Kong,Argentina,613230.7008
Hungary,Argentina,51102.5584
Iceland,Argentina,0.0
India,Argentina,485474.3048
Indonesia,Argentina,306615.3504
Iran,Argentina,0.0
Ireland,Argentina,0.0
Israel,Argentina,76653.8376
Italy,Argentina,383269.188
Côte d'Ivoire,Argentina,0.0
Japan,Argentina,14027652.2808
Kazakhstan,Argentina,0.0
Jordan,Argentina,0.0
Kenya,Argentina,0.0
Korea,Argentina,6081204.449600001
Kuwait,Argentina,0.0
